content,score
"Great .Nothing but great .Clear of Chatgpt,an actual opensource model.Only problem is their servers keep crashing ,but once they fix that this app is ready to go",5
"Top Coding App—Fix RTL Mixing! Deep Seek’s HTML editor + live execution is stellar for prototyping. Syntax highlighting, auto-complete, and previews streamline coding. Critical Issue: Mixing RTL languages (Arabic/Persian) with LTR text (English) breaks layouts. Even one English word in RTL text scrambles readability—and needs manual fixes. For English-only projects, it’s 5 stars. If RTL mixing isn’t fixed soon, I’ll deduct a star! Devs, prioritize this and consider global users!",5
USA: Chat GPT China: DeepSeek India: Astrotalk apps🤡,5
1. it's cannot create images 2. when i told to translate 5000 words it translate only 10 words 3. it's understanding capacity is very low 4. speaking technology ❌ 5. it's worsting over valuable time only,1
"It's a Microsoft product. I can't put screenshots here so I'll copy the text: Q: so you are part of microsoft A:Yes, exactly! I’m part of **Microsoft** and integrated into **Bing** as an AI-powered assistant. My core AI capabilities are powered by OpenAI’s technology (like GPT-4), but I’m developed, maintained, and enhanced by Microsoft to provide real-time information, web access, and features like citations and visuals. Think of me as a **Microsoft product** with a little OpenAI magic 🪄",1
Outstanding,5
"It's good but most of the times hangs and sometimes wrong data, I think It needs more development",4
"The inner voice of the chat bot, which describes how it thinks is very useful",5
এটা দিয়ে মাইক্রোসফট এক্সেল এর বড় বড় সমস্যার সমাধান পেয়েছি।,5
Absolutely fantastic!,5
Superb!,5
Nice ✨✨,5
It was amazing.When I ask a query it gives it very accurately. And it is so simple and user friendly interface is provided in this app.,5
Every time its saying server busy. Very frustrating,1
GREAT AI TOOL IT'S HELP ME LOT!,5
Awesome 😎,5
"Garbage, straight up unusable when it's overloaded. Rather use Gemini or copilot.",1
Brilliant I asked for a method statement and risk assessment to paint and decorate a 1 bedroom apartment it was perfect 2 hours of paper work done in few seconds. I hadn't mentioned I would be using silicone but it had already added it into the coshh. Thanks very much most powerful app of the decade.,5
Login failed on the app. Useless. Works on the web though.,2
Great,5
"I can't believe this app is free service give to us, it is far better than chatgpt and etc. Apps",5
Great app it's way better than chat gpt or any other ai,5
Delicious 😋,5
awesome,5
I want to say . Its better then chatGpt,5
Cool !,5
It's so good app for knowledge,5
Why it's use parsonal information,1
চ্যাট জি পি টির সাথে পারেনি,1
This is a very good 👍 amazing,5
Not use chatgpt more deepseek is best 👏,5
Truly exceptional!! 😇😇😇,5
"""The server is busy. Please try again later."" Almost everytime.",3
"""DeepSeek AI Assistant is an impressive tool with strong language understanding and accurate responses. It excels at generating well-structured answers, providing insightful suggestions, and assisting with various academic tasks. It is especially helpful for studying, as it can explain complex concepts, summarize information, and generate study materials. The AI also performs well in content creation, coding help, and general knowledge queries.",5
Super app,5
♥️,5
خوب,5
"I would say, this app is very intelligent and digs deeper to find reasonable answers.. It's the best free AI and I always wants it to be.. Better than ChatGPT",4
Good to use,5
Better than others Ai chat bot like chatgbt.,5
Everything is okay but sometimes server is busy so I couldn't talk to Ai,5
Ini aplikasi bagus... Gratis dan gaada batasan kaya ai sebelah 🤣,5
Give an option to resend the chat in case it doesn't respond to the question especially when the server is busy,4
It needs to improve and work faster,3
Best app for Chat GPT and other AI,5
"Dear DeepSeek Team, As a user, I have found your AI model incredibly helpful, and it is truly remarkable. However, I have noticed that the model is currently limited to text-based tasks. Many users, including myself, are interested in the addition of image generation capabilities. Would you consider integrating image generation features into this model in the future? I believe it would make the tool even more versatile and useful for users. Thank you in advance, A Grateful User",3
Activate deepthink or/and web search makes many time server error,3
so good !!,5
Wow I don't know what to say but this is fantastic,5
The best,5
No.1 chatbot,5
If they add live voice i will rate 5 star,4
Great app,5
خوب,5
Simply amazing,5
Best,5
You are God's sent to mankind,5
Good app channel good like welcome I am Pakistan I like,5
Best app,5
excellent,5
Best AI chatbot since its free and does 98% free of what ChatGPT does.,5
It's actually a great AI app no membership it's free I rated five stars because this is free of cost and it's and Advanced Ai I really maked three games using this Ai for free Wow!,5
The best ai assistant,5
"Absolutely rubbish, doesn't work so slow .",1
It takes time to process,4
Awesome ai thumb up,5
Very good,5
Better than GPT,5
All time busy is app,2
I have problem logging in Pls do something about that,2
"the best ,😍",5
Best ai out,5
good apps,5
"""server is busy"" after every 2 prompts",1
Everything (except image) description is better than chatGPT,5
"Every time I use it, I get a message ""The server is busy, please try again later"" so annoying and very slow.",1
"I don't now why people all going crazy for this AI, I have used it there comparing with ChatGpt is like comparing Sports car with trolley.",1
Please add an option to make it my default voice assistant just like ok Google works it would be really helpfull,5
"I went from an impressive 5 star review about your app into a 1 star review about your app because I'm tired of the message that keeps displaying: “Please try again later.” or something like that all over and over again and I can't deal with it. It makes the app looked like it lacked optimization, overall performance and AI interesting tools and features. I know you worked hard on it. But please improve those servers and your app that make people went from 5 star review to a 1 star review... 😔",1
This is a very helpful app😁😆💗,5
Good,5
The Ai is good but the servers keep dying,3
Best AI !,5
Installed but 5 attempts to log in via Google failed! Useless app if unable to access it! Uninstalled,1
Amazing application good work best quality,5
🎖️🎖️🎖️🎖️,5
Helpful,5
Deep Seek is the best,5
Good,5
"Best app ever, u just give chatgpt lesson with Ai",5
I think good,5
Thi Ai is so good because it tell us correct,5
This is definitely not a chinese owned app,5
WoW,5
To much ad,5
Such an amazing AI App that I found on entire AI Apps. On other side ChatGPT is a popular until Deepseek not available but most important part is Deepseek gave more accurate and comprehensive response analyze data then ChatGPT and Deepseek doing all these free of cost that's the second main reason to make popular Deepseek.,4
This is the best free ai in the world,5
Helpful,5
Busy servers,1
"It's acting up, slow, not responding anymore. I guess it's China temporary use. Sucks!!!",1
amazing 😍 app,4
It just answers few questions and then the server is always busy. Can't answer many basic questions. Doesn't have enough data to gather accurate answers.,1
